antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
newspapers|rolls/buns,root vegetables,0.05720882503848127,0.23063109286813752,0.020010261672652643,0.34977578475336324,1.5166029020785428,1.0,0.006816127832325639,1.1832363192441746,0.3613012384440956,0.07471264367816093,0.15486028975278757,0.21826942741561378
tropical fruit|yogurt,sausage,0.07567983581323756,0.2060030785017958,0.023601847101077475,0.311864406779661,1.513882263545602,1.0,0.00801156794304008,1.153837890847144,0.3672392571407884,0.09145129224652088,0.1333271268585197,0.2132173839626823
bottled water|soda,other vegetables|whole milk,0.07619291944586967,0.1913801949717804,0.022062596203181118,0.2895622895622896,1.513021185943438,1.0,0.007480780424161421,1.138199441200859,0.3670362883695097,0.08986415882967608,0.12141935428737459,0.20242189545138606
sugar,sausage,0.0659312467932273,0.2060030785017958,0.02052334530528476,0.31128404669260695,1.511065023670961,1.0,0.006941305496418285,1.1528655865821384,0.36208802526778344,0.08163265306122448,0.1325961919249699,0.2054552238444355
sausage|soda|whole milk,rolls/buns,0.04002052334530529,0.3496664956387891,0.02103642893791688,0.5256410256410255,1.5032639163233439,1.0,0.007042592786133631,1.370973333518228,0.3487374692025915,0.05706332637439109,0.27059121023618055,0.2929012171491995
canned beer|whole milk,shopping bags,0.08722421754746024,0.16829143150333503,0.022062596203181118,0.2529411764705882,1.5029949784791965,1.0,0.007383507770360721,1.1133106822396304,0.366641829091337,0.09450549450549452,0.10177813259788801,0.192019368723099
other vegetables|yogurt,sausage,0.12031811185223192,0.2060030785017958,0.03719856336582863,0.30916844349680167,1.5007952587179736,1.0,0.012412661924745449,1.1493350499464745,0.37932643477036626,0.12866015971606032,0.12993169394201384,0.2448706476512651
bottled water|yogurt,sausage,0.06644433042585941,0.2060030785017958,0.02052334530528476,0.3088803088803089,1.4993965678897185,1.0,0.006835608688567184,1.1488558808270106,0.35677040395713094,0.08146639511201628,0.1295688025898042,0.20425335493828645
soda|yogurt,other vegetables|whole milk,0.09748589020010262,0.1913801949717804,0.027963057978450487,0.2868421052631579,1.4988076760265274,1.0,0.00930618930495727,1.1338580291908615,0.3687510105303784,0.10717797443461159,0.11805537002404487,0.21647735289967546
other vegetables|soda,whole milk|yogurt,0.1241662390969728,0.15059004617752694,0.027963057978450487,0.22520661157024793,1.49549467104059,1.0,0.009264858299147503,1.0963051137335384,0.3782965984639612,0.11330561330561331,0.08784517423764011,0.20544828023146128
other vegetables|soda|whole milk,bottled water,0.06926629040533606,0.21369933299127758,0.022062596203181118,0.31851851851851853,1.4904984215908585,1.0,0.00726043614478067,1.153810761371495,0.35357426732647884,0.08456243854473944,0.13330674883692828,0.210879907518563
bottled water|other vegetables|yogurt,whole milk,0.0323242688558235,0.4581836839404823,0.022062596203181118,0.6825396825396826,1.489663876002062,1.0,0.007252143618137308,1.706721395587481,0.33968778514883224,0.04709748083242059,0.41408128908128905,0.36534598908619065
other vegetables|tropical fruit|whole milk,yogurt,0.050538737814263726,0.28296562339661363,0.02129297075423294,0.42131979695431476,1.4889433984840608,1.0,0.006992245302941796,1.2390857209725188,0.34586223847022796,0.06820049301561217,0.19295333399925543,0.24828455849528974
other vegetables|sausage|whole milk,rolls/buns,0.050282195997947664,0.3496664956387891,0.02616726526423807,0.5204081632653061,1.488298620989115,1.0,0.008585265996612964,1.3560145410084823,0.34546244213514693,0.07000686341798217,0.2625447812261,0.29762154311467803
other vegetables|soda,shopping bags,0.1241662390969728,0.16829143150333503,0.0310415597742432,0.25,1.485518292682927,1.0,0.010145445652228281,1.1089447579955534,0.3731693028705331,0.11874386653581946,0.09824182603331279,0.21722560975609756
canned beer|rolls/buns,root vegetables,0.06670087224217547,0.23063109286813752,0.022832221652129298,0.34230769230769237,1.4842217848891934,1.0,0.007448926591658352,1.1698006775104344,0.34956235985941164,0.08317757009345793,0.14515351270936475,0.22065328998032005
margarine,frankfurter,0.11698306824012314,0.1375064135454079,0.023858388917393534,0.20394736842105263,1.4831844069128044,1.0,0.007772466758156488,1.0834630176950248,0.3689340405990515,0.10344827586206895,0.07703356398133943,0.1887274155538099
sausage|whole milk,yogurt,0.10697793740379682,0.28296562339661363,0.044894817855310416,0.4196642685851319,1.4830927642292333,1.0,0.014623739108161136,1.2355509712545958,0.36475397053391884,0.13011152416356878,0.19064447905003368,0.28916123674043537
root vegetables|whole milk,canned beer,0.11313494099538225,0.16521292970754234,0.027706516162134428,0.24489795918367346,1.4823171504626693,1.0,0.00901516110799739,1.1055288228197413,0.36688843891620854,0.11054247697031729,0.095455514719717,0.20629991126885536
other vegetables|rolls/buns|whole milk,yogurt,0.08209338122113904,0.28296562339661363,0.03437660338635198,0.41875,1.4798617407071624,1.0,0.01114699859237651,1.2336075296402347,0.353261640372759,0.1039565554693561,0.18936940966010735,0.27011842701722577
newspapers|root vegetables,rolls/buns,0.03873781426372499,0.3496664956387891,0.020010261672652643,0.5165562913907285,1.4772827761122962,1.0,0.006464945910349627,1.3452103994320936,0.3361013597202549,0.05431754874651811,0.25662186344814975,0.2868914985933833
chocolate|whole milk,yogurt,0.04797331965110313,0.28296562339661363,0.020010261672652643,0.41711229946524064,1.4740741099868615,1.0,0.006435461371173231,1.2301415451819566,0.3378141215651322,0.06435643564356436,0.18708541800197068,0.24391426396652785
bottled water|sausage,yogurt,0.04925602873268343,0.28296562339661363,0.02052334530528476,0.41666666666666663,1.4724992444847385,1.0,0.0065855824288994814,1.229201788462948,0.3375067458175931,0.06584362139917696,0.18646392367322595,0.24459806588093078
curd|whole milk,bottled water,0.06362237044638276,0.21369933299127758,0.020010261672652643,0.31451612903225806,1.4717693529024514,1.0,0.006414203544936676,1.1470739142244892,0.3423252546540218,0.07776669990029911,0.12821659737936114,0.20407679200712542
tropical fruit|yogurt,other vegetables|whole milk,0.07567983581323756,0.1913801949717804,0.02129297075423294,0.28135593220338984,1.470141318671332,1.0,0.006809349020863208,1.1252020871854942,0.3459767462857258,0.08663883089770356,0.11127075625914135,0.1963079929113464
uht-milk,other vegetables|whole milk,0.07850179579271421,0.1913801949717804,0.022062596203181118,0.28104575163398693,1.4685205628274545,1.0,0.007038907218736581,1.1247166379028872,0.34622157766613143,0.08902691511387165,0.110887163664112,0.19816362648723473
rolls/buns|yogurt,soda|whole milk,0.11133914828116984,0.15110312981015905,0.024628014366341714,0.22119815668202764,1.4638886498243526,1.0,0.0078043205906595595,1.0900036735573697,0.3565904060816012,0.1035598705501618,0.08257189928877115,0.1920931360659714
bottled water|soda|whole milk,other vegetables,0.04002052334530529,0.3766033863519754,0.022062596203181118,0.5512820512820512,1.4638265912107873,1.0,0.006990731587760861,1.389283881844169,0.3300684871912793,0.05591677503250975,0.2802047061306319,0.3049325787745406
other vegetables|pip fruit,sausage,0.07234479220112879,0.2060030785017958,0.02180605438686506,0.30141843971631205,1.4631744433551486,1.0,0.0069028044798598205,1.136584425697937,0.34124154086413316,0.08499999999999999,0.12017094604658621,0.20363574538742127
chocolate,rolls/buns|whole milk,0.08645459209851206,0.17855310415597742,0.022575679835813236,0.2611275964391691,1.462464613390634,1.0,0.00713894404808507,1.1117574453792594,0.3461489367133848,0.0931216931216931,0.10052322639596539,0.19378218902418226
shopping bags|whole milk,canned beer,0.09132888660851719,0.16521292970754234,0.022062596203181118,0.24157303370786515,1.4621920580640657,1.0,0.006973883279660063,1.1006822112004258,0.34786548133363093,0.09409190371991247,0.09147255236424656,0.18755670318933632
root vegetables|yogurt,other vegetables|whole milk,0.0715751667521806,0.1913801949717804,0.020010261672652643,0.2795698924731183,1.4608089019573929,1.0,0.006312192304482624,1.1224125651884242,0.33976661636236105,0.08236536430834214,0.10906200534905303,0.19206376661189428
cat food,other vegetables,0.04386865059004618,0.3766033863519754,0.024114930733709596,0.5497076023391813,1.4596459359115317,1.0,0.0075938483668066235,1.3844262458936651,0.32935051293322454,0.060841423948220064,0.2776791086082833,0.3068701499434326
other vegetables|soda,frankfurter,0.1241662390969728,0.1375064135454079,0.024884556182657773,0.20041322314049587,1.457482730973233,1.0,0.007810901961011436,1.0786741494677585,0.35838481933095384,0.10509209100758396,0.07293597376610735,0.1906916861971136
rolls/buns|soda,sausage,0.11980502821959979,0.2060030785017958,0.03591585428424833,0.29978586723768735,1.455249452668126,1.0,0.011235649651016252,1.1339344414056924,0.3554128325769246,0.1238938053097345,0.11811480145153642,0.23706603449057467
bottled water|whole milk|yogurt,other vegetables,0.04027706516162134,0.3766033863519754,0.022062596203181118,0.5477707006369427,1.454502854961037,1.0,0.0068941170709953484,1.3784967372216883,0.32559382828866806,0.05588044184535413,0.2745720950958035,0.30317690345198633
bottled beer|other vegetables,sausage,0.06849666495638788,0.2060030785017958,0.02052334530528476,0.299625468164794,1.4544708280278542,1.0,0.006412821457162782,1.1336747488771153,0.33544133847424956,0.08080808080808081,0.11791278672257416,0.19962593458052902
sausage|whole milk|yogurt,rolls/buns,0.044894817855310416,0.3496664956387891,0.022832221652129298,0.5085714285714286,1.4544471229430878,1.0,0.007134008020321169,1.3233530612001383,0.3271404298213053,0.061421670117322295,0.2443437588052973,0.2869342836180694
frankfurter|whole milk,bottled water,0.06798358132375577,0.21369933299127758,0.02103642893791688,0.30943396226415093,1.4479874968855466,1.0,0.006508382954671994,1.1386321134279314,0.3319537035172168,0.08070866141732284,0.12175320877835573,0.2039366690072255
curd,soda|whole milk,0.12083119548486403,0.15110312981015905,0.02642380708055413,0.21868365180467092,1.4472476650842228,1.0,0.008165835264088015,1.0864957224440626,0.35150617172029086,0.10762800417972831,0.07960981406304239,0.19677815866973786
whole milk|yogurt,sausage,0.15059004617752694,0.2060030785017958,0.044894817855310416,0.2981260647359455,1.447192279378226,1.0,0.01387280475101228,1.1312528954355483,0.36378996418863524,0.14403292181069957,0.11602436198407609,0.2580294084576365
sausage,whole milk|yogurt,0.2060030785017958,0.15059004617752694,0.044894817855310416,0.2179327521793275,1.447192279378226,1.0,0.01387280475101228,1.086108587451347,0.3891788599123009,0.14403292181069957,0.07928174811084826,0.2580294084576365
brown bread|whole milk,sausage,0.06977937403796819,0.2060030785017958,0.02077988712160082,0.2977941176470588,1.445580909823456,1.0,0.0064051212538510875,1.1307181290445631,0.3313585694538075,0.08148893360160966,0.1156062909816592,0.19933292432788807
uht-milk|whole milk,other vegetables,0.040533606977937404,0.3766033863519754,0.022062596203181118,0.5443037974683544,1.445297140689132,1.0,0.006797502554229833,1.3680092355053874,0.32111677652033327,0.05584415584415584,0.26901078293483355,0.3014434518676922
root vegetables|whole milk,newspapers,0.11313494099538225,0.13981528989225245,0.022832221652129298,0.2018140589569161,1.4434333978239613,1.0,0.0070142270799170535,1.0776745941974906,0.3463969864108973,0.0992196209587514,0.07207611148644763,0.18255840562524706
bottled beer|shopping bags,whole milk,0.030271934325295024,0.4581836839404823,0.020010261672652643,0.6610169491525424,1.4426898475904872,1.0,0.006140155283484631,1.5983581323755773,0.31642924976258313,0.04271631982475356,0.3743579866461222,0.35234498073528575
shopping bags,soda|whole milk,0.16829143150333503,0.15110312981015905,0.03668547973319651,0.21798780487804878,1.4426425524866455,1.0,0.011256117712810588,1.0855289412174185,0.3689123954392308,0.1297640653357532,0.07879010680405989,0.23038609259182574
soda|whole milk,shopping bags,0.15110312981015905,0.16829143150333503,0.03668547973319651,0.2427843803056027,1.4426425524866455,1.0,0.011256117712810588,1.0983774592926807,0.3614427277165266,0.1297640653357532,0.08956616731376908,0.23038609259182574
chocolate,other vegetables|whole milk,0.08645459209851206,0.1913801949717804,0.023858388917393534,0.27596439169139464,1.4419694354062416,1.0,0.0073126922253745515,1.116823255305369,0.33551044318226425,0.09393939393939393,0.10460317221226405,0.2003146355239815
curd|other vegetables,yogurt,0.05156490507952796,0.28296562339661363,0.02103642893791688,0.4079601990049751,1.4417306035552067,1.0,0.00644533342670104,1.211125291573787,0.32304703220145536,0.06710310965630115,0.17432159417581145,0.24115145036377494
citrus fruit|sausage,other vegetables,0.039250897896357106,0.3766033863519754,0.02129297075423294,0.542483660130719,1.4404641057149474,1.0,0.006510949689109228,1.362566884116397,0.3182717518940917,0.053966189856957086,0.2660910729175073,0.2995115848337519
butter|whole milk,yogurt,0.06618778860954336,0.28296562339661363,0.026936890713186248,0.40697674418604646,1.4382550760083492,1.0,0.008208021848043527,1.2091167919194359,0.3263108320251177,0.08359872611464966,0.17295003536214995,0.2510858335617449
other vegetables|whole milk|yogurt,bottled water,0.07183170856849666,0.21369933299127758,0.022062596203181118,0.30714285714285716,1.4372663351054709,1.0,0.006712207994469543,1.1348669420744448,0.32777970612056,0.08373904576436221,0.1188394313679795,0.20519207683073232
other vegetables|soda,rolls/buns|whole milk,0.1241662390969728,0.17855310415597742,0.03181118522319138,0.25619834710743805,1.4348579842310252,1.0,0.0096409178010536,1.1043897155236304,0.34603246593722253,0.11742424242424242,0.0945225349858818,0.21717963332383397
soda|whole milk,other vegetables|rolls/buns,0.15110312981015905,0.14674191893278604,0.03181118522319138,0.2105263157894737,1.4346705925653296,1.0,0.009638021998098774,1.0807935693518043,0.3569054094892717,0.11957569913211186,0.07475393233534831,0.21365476628634525
other vegetables|rolls/buns,soda|whole milk,0.14674191893278604,0.15110312981015905,0.03181118522319138,0.2167832167832168,1.4346705925653296,1.0,0.009638021998098774,1.0838593967602432,0.3550811785929044,0.11957569913211186,0.07737110275641557,0.21365476628634525
other vegetables|rolls/buns|yogurt,whole milk,0.05233453052847614,0.4581836839404823,0.03437660338635198,0.6568627450980392,1.4336231693125179,1.0,0.010397775391519141,1.579007549659166,0.31917025592125997,0.07219827586206898,0.3666908051099227,0.36594537030937796
canned beer|shopping bags,whole milk,0.0336069779374038,0.4581836839404823,0.022062596203181118,0.6564885496183206,1.4328064761546548,1.0,0.006664427245714935,1.5772874978621516,0.31257369691507025,0.04696886947023484,0.3660001734906314,0.35232042262550967
frozen vegetables,other vegetables|rolls/buns,0.10261672652642381,0.14674191893278604,0.021549512570549,0.21,1.4310839160839162,1.0,0.006491337205460641,1.0800735203382454,0.33567480737292055,0.09459459459459459,0.07413710162357186,0.17842657342657342
napkins,rolls/buns|whole milk,0.08132375577219086,0.17855310415597742,0.02077988712160082,0.2555205047318612,1.4310616773632114,1.0,0.006259278086853556,1.103384177892183,0.3278827556962157,0.08690987124463519,0.09369735398026079,0.1859499075383444
butter|rolls/buns,yogurt,0.049512570548999484,0.28296562339661363,0.020010261672652643,0.4041450777202073,1.428247971852555,1.0,0.0059999062812861916,1.2033707363865531,0.3154607425862488,0.06403940886699508,0.16900089908886157,0.23743065309401118
other vegetables|soda|whole milk,yogurt,0.06926629040533606,0.28296562339661363,0.027963057978450487,0.40370370370370373,1.426688156878547,1.0,0.00836307893353369,1.202480010452884,0.3213335626068399,0.08623417721518989,0.16838534419929774,0.2512625499479534
other vegetables|rolls/buns|whole milk,pastry,0.08209338122113904,0.1775269368907132,0.02077988712160082,0.253125,1.4258399566473987,1.0,0.006206100614410409,1.1012191639956979,0.3253697147865211,0.08700322234156818,0.09191554897067995,0.1850885115606936
rolls/buns|sausage|whole milk,other vegetables,0.04874294510005131,0.3766033863519754,0.02616726526423807,0.5368421052631579,1.4254840097519001,1.0,0.007810507078790323,1.3459699612855078,0.3137783700319394,0.06555269922879177,0.25704136885423434,0.30316219704574787
frankfurter|yogurt,other vegetables,0.04207285787583376,0.3766033863519754,0.022575679835813236,0.5365853658536586,1.4248022861700007,1.0,0.006730899086268866,1.345224271556264,0.3112431221697424,0.056994818652849735,0.25662952925825555,0.298265434970426
frozen vegetables,canned beer,0.10261672652642381,0.16521292970754234,0.024114930733709596,0.23500000000000001,1.4224068322981367,1.0,0.007161320707281444,1.0912249284868727,0.33092466211695437,0.09894736842105263,0.08359864781807007,0.19048136645962732
