antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
other vegetables|root vegetables,canned beer,0.09415084658799384,0.16521292970754234,0.02103642893791688,0.22343324250681196,1.3523956200179394,1.0,0.005481491738669049,1.0749714203415157,0.28765429540446624,0.0882669537136706,0.06974271029242562,0.17538121752669789
brown bread|soda,rolls/buns,0.04720369420215495,0.3496664956387891,0.022319138019497177,0.47282608695652173,1.3522201665124884,1.0,0.005813587686624627,1.233622317551163,0.27338000359001974,0.05958904109589042,0.1893791270045451,0.26832793709528213
sausage|yogurt,rolls/buns,0.07542329399692149,0.3496664956387891,0.035659312467932275,0.4727891156462586,1.3521144334476274,1.0,0.00928631356649462,1.2335358082722323,0.28166146328220465,0.09156785243741766,0.18932227723436532,0.28738502003882993
other vegetables|yogurt,pip fruit,0.12031811185223192,0.17060030785017957,0.027706516162134428,0.2302771855010661,1.3498052166663996,1.0,0.007180209240191325,1.0775303479730354,0.2945978203341867,0.10526315789473684,0.07195189269506826,0.19634160026933006
frozen vegetables|other vegetables,rolls/buns,0.045664443304258596,0.3496664956387891,0.021549512570549,0.47191011235955055,1.349600600130248,1.0,0.005582186705052731,1.2314825933648461,0.27143497183819776,0.05765271105010295,0.18797065797930104,0.26676943622379584
rolls/buns|sausage,other vegetables,0.0823499230374551,0.3766033863519754,0.0418163160595177,0.5077881619937695,1.3483366862750092,1.0,0.01080305617778756,1.2665209682342782,0.2815294030882376,0.1002460024600246,0.210435496070664,0.30941179216854686
bottled beer,rolls/buns|whole milk,0.15879938429964083,0.17855310415597742,0.03822473063109287,0.24071082390953155,1.3481189534473477,1.0,0.009870607626334016,1.0818630394201065,0.306972783894255,0.12778730703259006,0.07566857951260275,0.22739564183982325
rolls/buns|whole milk,bottled beer,0.17855310415597742,0.15879938429964083,0.03822473063109287,0.21408045977011497,1.3481189534473477,1.0,0.009870607626334016,1.0703393574542048,0.31435470280738975,0.12778730703259006,0.06571687471299427,0.22739564183982325
root vegetables|soda,sausage,0.08132375577219086,0.2060030785017958,0.022575679835813236,0.277602523659306,1.3475649280497817,1.0,0.005822735791413732,1.0991136424232784,0.2807525830773526,0.08527131782945735,0.09017597325491912,0.1935957823775982
soda|whipped/sour cream,rolls/buns,0.04848640328373525,0.3496664956387891,0.022832221652129298,0.47089947089947093,1.3467102990213777,1.0,0.005878150929776518,1.2291303232426887,0.27056870472976463,0.0608339029391661,0.1864166223140583,0.26809830478209057
chocolate|whole milk,rolls/buns,0.04797331965110313,0.3496664956387891,0.022575679835813236,0.4705882352941176,1.345820206292348,1.0,0.005801017269252549,1.2284077304600647,0.269907033144705,0.06019151846785225,0.18593804385659585,0.267575849121747
curd|whole milk,tropical fruit,0.06362237044638276,0.2337095946639302,0.020010261672652643,0.31451612903225806,1.3457561701072909,1.0,0.005141103264070116,1.117882473666737,0.2743800491745698,0.07215541165587419,0.105451580504768,0.20006816330866473
bottled water|other vegetables,pip fruit,0.09389430477167779,0.17060030785017957,0.021549512570549,0.22950819672131148,1.3452976704055222,1.0,0.005531115271122183,1.0764549195987032,0.28326727066817664,0.08870116156282999,0.0710247296070746,0.17791199309749783
root vegetables|shopping bags,whole milk,0.04746023601847101,0.4581836839404823,0.029245767060030785,0.6162162162162161,1.3449108683151234,1.0,0.007500261280402969,1.4117749080424051,0.2692342221025227,0.06138933764135703,0.29167178542178523,0.34002300172512934
root vegetables|whole milk|yogurt,other vegetables,0.03950743971267317,0.3766033863519754,0.020010261672652643,0.5064935064935064,1.3448989702395695,1.0,0.005131626090763414,1.2631984013394182,0.2669981371904448,0.050518134715025906,0.20835871946983048,0.2798135107399412
other vegetables|rolls/buns|soda,yogurt,0.052591072344792204,0.28296562339661363,0.020010261672652643,0.3804878048780488,1.3446432125246004,1.0,0.005128796101512111,1.1574176945172774,0.270536080040548,0.06341463414634146,0.136007679218116,0.22560201667293192
beverages,soda,0.0620831195484864,0.3134940995382247,0.02616726526423807,0.42148760330578516,1.3444833696284375,1.0,0.006704573604861371,1.186674485083926,0.27317973141116414,0.0748898678414097,0.1573089229020742,0.25247866253668966
fruit/vegetable juice,root vegetables,0.12493586454592098,0.23063109286813752,0.03873781426372499,0.3100616016427105,1.3444050313718416,1.0,0.009923719285073636,1.115126957658384,0.2927517323190845,0.12226720647773277,0.10324112144157571,0.23901300326851876
hamburger meat|other vegetables,whole milk,0.03540277065161621,0.4581836839404823,0.02180605438686506,0.6159420289855073,1.3443124462404856,1.0,0.005585082508007554,1.410767011626669,0.26552565707133924,0.046220772158781946,0.2911657334211683,0.3317672071019362
brown bread|yogurt,whole milk,0.04207285787583376,0.4581836839404823,0.025910723447922012,0.6158536585365855,1.3441195750143393,1.0,0.0066336264324681656,1.410442473551761,0.2672630948151056,0.05462412114656571,0.29100263303769414,0.3362023051921449
sausage|whole milk,bottled beer,0.10697793740379682,0.15879938429964083,0.022832221652129298,0.21342925659472423,1.3440181618840632,1.0,0.0058441910587608455,1.0694532217897859,0.2866249850714473,0.09398099260823654,0.06494273931266699,0.1786047736931618
cream cheese,shopping bags,0.08850692662904053,0.16829143150333503,0.020010261672652643,0.22608695652173916,1.3434252386002123,1.0,0.005115304292290771,1.0746796109788368,0.2804563857195438,0.08450704225352114,0.06949011613872279,0.1724946977730647
soda|yogurt,pip fruit,0.09748589020010262,0.17060030785017957,0.022319138019497177,0.22894736842105262,1.3420102888800949,1.0,0.005688015140310865,1.075671955689187,0.28237700365280677,0.09081419624217117,0.07034854379995767,0.17988721804511276
bottled water|brown bread,whole milk,0.03796818881477681,0.4581836839404823,0.023345305284761416,0.6148648648648649,1.3419615023758362,1.0,0.005948900661059162,1.4068213118738357,0.2648791208791208,0.049376017362995114,0.289177671990172,0.3329083562846161
rolls/buns|yogurt,shopping bags,0.11133914828116984,0.16829143150333503,0.025141097998973832,0.22580645161290322,1.3417584579071598,1.0,0.0064036733523736775,1.0742902343081924,0.28662157703728147,0.09879032258064516,0.06915285267954867,0.18759834775767112
newspapers|whole milk,yogurt,0.07234479220112879,0.28296562339661363,0.02744997434581837,0.37943262411347517,1.3409142056158896,1.0,0.006978885121127491,1.155449681155171,0.2740674882143744,0.0837245696400626,0.13453608901407021,0.2382203918391492
chocolate,sausage,0.08645459209851206,0.2060030785017958,0.023858388917393534,0.27596439169139464,1.3396129499539928,1.0,0.006048476794483018,1.0966268956757985,0.27750752627780634,0.08882521489971347,0.08811282675704564,0.19589004142477578
sausage|yogurt,tropical fruit,0.07542329399692149,0.2337095946639302,0.023601847101077475,0.3129251700680272,1.3389487518388257,1.0,0.005974699632838511,1.1152939562812105,0.2737960237417362,0.08265947888589399,0.10337539769841654,0.20695654771238903
rolls/buns|yogurt,canned beer,0.11133914828116984,0.16521292970754234,0.024628014366341714,0.22119815668202764,1.3388671036437014,1.0,0.006233347487667167,1.0718863565293686,0.2848104311008467,0.09775967413441955,0.06706527804134717,0.18513323983169705
beef|yogurt,whole milk,0.038481272447408926,0.4581836839404823,0.023601847101077475,0.6133333333333333,1.3386188876446434,1.0,0.005970355928406272,1.4012490932573733,0.2630852396640527,0.049891540130151846,0.28635101010101,0.33242254572601715
curd|soda,whole milk,0.043099025141098,0.4581836839404823,0.02642380708055413,0.613095238095238,1.3380992374553402,1.0,0.006676536967162382,1.400386786123061,0.2640516411150732,0.055645596974608316,0.2859115710678209,0.3353830053858049
bottled beer|whole milk,pastry,0.08542842483324782,0.1775269368907132,0.020266803488968702,0.23723723723723725,1.336345015535767,1.0,0.005100956904923681,1.0782816142338287,0.27520017043336237,0.08350951374207188,0.07259848744564902,0.17569954347410996
brown bread,canned beer,0.13596716264751155,0.16521292970754234,0.030015392508978965,0.22075471698113208,1.336183054025548,1.0,0.007551859223961663,1.0712763856053331,0.29119211482631907,0.1106906338694418,0.06653407707205065,0.20121586780733625
fruit/vegetable juice|yogurt,other vegetables,0.04079014879425346,0.3766033863519754,0.02052334530528476,0.5031446540880503,1.3360067177351636,1.0,0.005161637139567963,1.2546843236713408,0.26219577427119556,0.051712992889463474,0.2029867743354815,0.2788202834472949
tropical fruit|whole milk|yogurt,other vegetables,0.04232939969214982,0.3766033863519754,0.02129297075423294,0.503030303030303,1.3357030798447693,1.0,0.005351575487923053,1.2543956250234642,0.26243952504365164,0.053548387096774196,0.20280334206260134,0.2797849062835439
rolls/buns|soda|whole milk,yogurt,0.06516162134427912,0.28296562339661363,0.024628014366341714,0.3779527559055118,1.3356843540522985,1.0,0.006189515561123689,1.1527008332737985,0.26883804427369196,0.07613005551149882,0.13247221557054922,0.23249405700987286
other vegetables|pork,yogurt,0.05566957414058492,0.28296562339661363,0.02103642893791688,0.3778801843317972,1.3354278862423805,1.0,0.005283853187002266,1.1525663683180358,0.26598352780593815,0.06623586429725363,0.13237100483912184,0.226111443027186
beef,soda|whole milk,0.11954848640328374,0.15110312981015905,0.024114930733709596,0.20171673819742492,1.3349606884440786,1.0,0.006050780274106181,1.0634030685711449,0.28498363338788885,0.09781477627471384,0.05962280008871633,0.18065463395440007
beef,other vegetables|whole milk,0.11954848640328374,0.1913801949717804,0.030528476141611083,0.2553648068669528,1.3343324626908604,1.0,0.007649263505169403,1.0859274615076377,0.2845830639948287,0.10887465690759378,0.07912817803533691,0.2074411165702056
brown bread|rolls/buns,soda,0.05336069779374038,0.3134940995382247,0.022319138019497177,0.4182692307692308,1.3342172353015234,1.0,0.005590874113917205,1.180109316496275,0.26461701398623194,0.06478034251675355,0.15262087501437283,0.2447319967266776
citrus fruit|other vegetables,sausage,0.07747562852744998,0.2060030785017958,0.02129297075423294,0.27483443708609273,1.3341278153942582,1.0,0.005332752768716694,1.0949181291893044,0.2714796896149671,0.0812133072407045,0.08668970460794488,0.18909841405985833
bottled water|root vegetables,soda,0.05413032324268856,0.3134940995382247,0.022575679835813236,0.41706161137440756,1.3303651073137812,1.0,0.005606142893133551,1.1776645934750778,0.2625379096086989,0.06542750929368028,0.1508617941470257,0.2445373523320483
other vegetables|whole milk,shopping bags,0.1913801949717804,0.16829143150333503,0.04284248332478194,0.22386058981233242,1.3301960047080363,1.0,0.010634836351593652,1.0715968775449258,0.3069812152345056,0.1352226720647773,0.06681325696744966,0.23921688027201987
shopping bags,other vegetables|whole milk,0.16829143150333503,0.1913801949717804,0.04284248332478194,0.2545731707317073,1.3301960047080363,1.0,0.010634836351593652,1.0847742169703725,0.2984592197468111,0.1352226720647773,0.07814918131732078,0.23921688027201987
sausage|soda,rolls/buns,0.07721908671113391,0.3496664956387891,0.03591585428424833,0.46511627906976744,1.3301711341261582,1.0,0.008914926837538348,1.2158408994579157,0.2689880455935502,0.09186351706036745,0.17752396679051424,0.2839154396082513
pastry|whole milk,canned beer,0.09107234479220112,0.16521292970754234,0.020010261672652643,0.21971830985915494,1.3299098941474936,1.0,0.00496393277419766,1.0698534655372653,0.272925305948168,0.08469055374592833,0.06529255434265087,0.17041816114075758
other vegetables|rolls/buns,shopping bags,0.14674191893278604,0.16829143150333503,0.032837352488455616,0.22377622377622378,1.3296946955483542,1.0,0.008141944889710713,1.071480408063271,0.29058929645219495,0.11636363636363635,0.06671181995056148,0.209449087497868
other vegetables|soda|yogurt,rolls/buns,0.043099025141098,0.3496664956387891,0.020010261672652643,0.4642857142857143,1.3277958285295044,1.0,0.004939976586116838,1.2139558748075936,0.2579913384202929,0.05368203716448727,0.176246830092984,0.26075621004087624
curd|soda,rolls/buns,0.043099025141098,0.3496664956387891,0.020010261672652643,0.4642857142857143,1.3277958285295044,1.0,0.004939976586116838,1.2139558748075936,0.2579913384202929,0.05368203716448727,0.176246830092984,0.26075621004087624
bottled water|whole milk,other vegetables,0.11236531554643407,0.3766033863519754,0.056182657773217036,0.5,1.3276566757493187,1.0,0.013865499429921699,1.2467932272960494,0.2780346820809248,0.12981624184943685,0.19794238683127569,0.32459128065395093
yogurt,other vegetables|whole milk,0.28296562339661363,0.1913801949717804,0.07183170856849666,0.25385312783318226,1.3264336357824993,1.0,0.017677692392541355,1.0837273936161924,0.34321748019422427,0.1784576163161249,0.07725872217441129,0.3145941242383069
other vegetables|whole milk,yogurt,0.1913801949717804,0.28296562339661363,0.07183170856849666,0.3753351206434316,1.326433635782499,1.0,0.017677692392541355,1.1478704827170092,0.30434418056562723,0.1784576163161249,0.1288215743356338,0.3145941242383069
bottled water|other vegetables,sausage,0.09389430477167779,0.2060030785017958,0.025654181631605953,0.273224043715847,1.326310488672941,1.0,0.0063116657948544715,1.0924920047682058,0.27152321630804066,0.09354536950420954,0.08466149350706677,0.19887852248058852
rolls/buns|root vegetables,shopping bags,0.09081580297588507,0.16829143150333503,0.020266803488968702,0.2231638418079096,1.3260558770841946,1.0,0.00498328200303217,1.0706357572647978,0.2704446095379605,0.08485499462943072,0.06597552602320533,0.17179533553810114
rolls/buns|whole milk,sausage,0.17855310415597742,0.2060030785017958,0.04874294510005131,0.27298850574712646,1.325167117562016,1.0,0.01196045596786817,1.0921380580291504,0.2987146191525033,0.14514896867838042,0.0843648450411305,0.25480060405662674
sausage,rolls/buns|whole milk,0.2060030785017958,0.17855310415597742,0.04874294510005131,0.23661270236612703,1.325167117562016,1.0,0.01196045596786817,1.0760552322393968,0.3090417481506674,0.14514896867838042,0.07067967327394227,0.25480060405662674
curd|whole milk,soda,0.06362237044638276,0.3134940995382247,0.02642380708055413,0.41532258064516125,1.324817855445858,1.0,0.006478569346978005,1.1741618159622087,0.2618380103737199,0.0753474762253109,0.14832863204590382,0.24980531650916
other vegetables|shopping bags,root vegetables,0.07311441765007697,0.23063109286813752,0.022319138019497177,0.3052631578947368,1.323599320882852,1.0,0.005456679972442483,1.1074249420837414,0.2637697204539163,0.07930720145852324,0.09700426457942114,0.20101867572156196
newspapers|other vegetables,rolls/buns,0.05156490507952796,0.3496664956387891,0.023858388917393534,0.4626865671641791,1.3232224789478872,1.0,0.005827869260288197,1.2103429108944757,0.25754971336829346,0.06322229775662815,0.1737878654066944,0.2654592043451123
frozen vegetables|rolls/buns,whole milk,0.04104669061056952,0.4581836839404823,0.024884556182657773,0.60625,1.3231592945128778,1.0,0.006077632265141825,1.3760414376114736,0.25468716387284673,0.05246078961600865,0.27327769886363623,0.3302806550951847
bottled water|yogurt,whole milk,0.06644433042585941,0.4581836839404823,0.04027706516162134,0.6061776061776062,1.3230012927661303,1.0,0.0098333570701424,1.3757884888177951,0.26151931569357434,0.08315677966101694,0.2731440856440856,0.34704177061399905
bottled beer|rolls/buns,whole milk,0.06310928681375064,0.4581836839404823,0.03822473063109287,0.6056910569105692,1.3219393840075022,1.0,0.009309085107912101,1.3740908634086744,0.25994031035674126,0.07912904938927244,0.2722460889381623,0.34455885432314576
canned beer|other vegetables,rolls/buns,0.0672139558748076,0.3496664956387891,0.0310415597742432,0.4618320610687023,1.3207787043622903,1.0,0.007539091365479027,1.2084211215789877,0.260371491694624,0.08045212765957448,0.1724739148109671,0.2753034113120474
chocolate|whole milk,other vegetables,0.04797331965110313,0.3766033863519754,0.023858388917393534,0.49732620320855614,1.3205569074298036,1.0,0.005791474282242328,1.2401613484274534,0.25497576226446794,0.05953905249679897,0.19365330868598837,0.28033885092307914
frankfurter|rolls/buns,soda,0.05515649050795279,0.3134940995382247,0.022832221652129298,0.41395348837209306,1.3204506527613902,1.0,0.005540987326649999,1.1714187984069975,0.2568497225332306,0.06602373887240356,0.14633434143289192,0.24339245613367338
other vegetables|rolls/buns|soda,whole milk,0.052591072344792204,0.4581836839404823,0.03181118522319138,0.6048780487804878,1.3201649687269548,1.0,0.007714813953874071,1.3712635159531004,0.25598123738895734,0.0664167113015533,0.27074556541019945,0.3371534700789337
margarine|rolls/buns,other vegetables,0.044894817855310416,0.3766033863519754,0.022319138019497177,0.4971428571428571,1.3200700661736082,1.0,0.005411597585532144,1.2397091748682307,0.25386151941488283,0.055912596401028275,0.1933592004703115,0.2782035811599844
butter|yogurt,other vegetables,0.044894817855310416,0.3766033863519754,0.022319138019497177,0.4971428571428571,1.3200700661736082,1.0,0.005411597585532144,1.2397091748682307,0.25386151941488283,0.055912596401028275,0.1933592004703115,0.2782035811599844
bottled water|curd,whole milk,0.03309389430477168,0.4581836839404823,0.020010261672652643,0.6046511627906976,1.3196697830672672,1.0,0.004847179264155409,1.3704765641505448,0.25052554238014574,0.04246053347849755,0.2703268146582099,0.3241620875543634
beef|root vegetables,whole milk,0.03309389430477168,0.4581836839404823,0.020010261672652643,0.6046511627906976,1.3196697830672672,1.0,0.004847179264155409,1.3704765641505448,0.25052554238014574,0.04246053347849755,0.2703268146582099,0.3241620875543634
pork|yogurt,other vegetables,0.04232939969214982,0.3766033863519754,0.02103642893791688,0.49696969696969695,1.3196102716538682,1.0,0.005095033671606991,1.2392824247219767,0.2529058561413365,0.05286911669890393,0.19308143159995006,0.27641400379819997
uht-milk,other vegetables,0.07850179579271421,0.3766033863519754,0.038994356080041044,0.4967320261437908,1.318979181136578,1.0,0.009430313949793618,1.2386971673785425,0.2624399249794865,0.09371146732429099,0.19270018020925783,0.30013713023810795
pip fruit|whole milk,sausage,0.08696767573114418,0.2060030785017958,0.023601847101077475,0.2713864306784661,1.3173901703420432,1.0,0.005686238170315858,1.0897366655380212,0.2638717519576822,0.08761904761904761,0.08234711043123125,0.19297839591208482
bottled beer|pastry,whole milk,0.0336069779374038,0.4581836839404823,0.020266803488968702,0.6030534351145038,1.3161826932118341,1.0,0.004868634531502519,1.3649603346884005,0.24858111581925652,0.04298150163220892,0.2673779782558408,0.3236431789234333
other vegetables|rolls/buns|whole milk,bottled water,0.08209338122113904,0.21369933299127758,0.023088763468445357,0.28125,1.3161014405762306,1.0,0.005545462658489271,1.0939835367077877,0.2616607664120241,0.08466603951081844,0.08590946166394779,0.1946466086434574
shopping bags|yogurt,whole milk,0.05489994869163674,0.4581836839404823,0.03309389430477168,0.602803738317757,1.3156377222635032,1.0,0.007939633565094098,1.3641022545498447,0.2538486141622268,0.0689470871191876,0.266917126876239,0.33751609088340256
chocolate|rolls/buns,whole milk,0.03745510518214469,0.4581836839404823,0.022575679835813236,0.6027397260273972,1.31549801346853,1.0,0.005414361761079931,1.36388245077051,0.2491640821864701,0.04772234273318871,0.2667989829804897,0.3260059212443817
other vegetables|tropical fruit,bottled water,0.09132888660851719,0.21369933299127758,0.025654181631605953,0.2808988764044944,1.3144583676167096,1.0,0.006137259480529806,1.0934493650590047,0.26327498588368153,0.09182736455463729,0.08546291035064246,0.20047344780608875
butter,other vegetables|whole milk,0.12647511544381734,0.1913801949717804,0.03181118522319138,0.2515212981744422,1.314249356949029,1.0,0.007606352970475183,1.0803511216230683,0.27372933541755484,0.11121076233183855,0.07437500643527145,0.20887056865826667
other vegetables|soda|whole milk,rolls/buns,0.06926629040533606,0.3496664956387891,0.03181118522319138,0.4592592592592593,1.3134208309556807,1.0,0.00759108419125884,1.2026715491611433,0.25638848383540225,0.08217362491716369,0.1685177880049676,0.27511752398032663
pastry|yogurt,whole milk,0.05797845048742945,0.4581836839404823,0.034889687018984095,0.6017699115044248,1.3133813634066338,1.0,0.008324906985492816,1.3605609714383446,0.25329200307574007,0.07249466950959488,0.26500905068382946,0.33895886392690444
brown bread|other vegetables,rolls/buns,0.05977424320164187,0.3496664956387891,0.02744997434581837,0.4592274678111588,1.3133299116125439,1.0,0.006548924196039543,1.202600845366366,0.25374405528426264,0.07186030893216924,0.16846890316682334,0.2688653846759389
citrus fruit|rolls/buns,yogurt,0.07183170856849666,0.28296562339661363,0.02668034889687019,0.37142857142857144,1.3126278979406814,1.0,0.006354444702141658,1.1407365082326602,0.25660160734787607,0.08131352619233777,0.12337337081523131,0.2328584380261624
bottled water|other vegetables|soda,whole milk,0.03668547973319651,0.4581836839404823,0.022062596203181118,0.6013986013986014,1.3125709676661523,1.0,0.005253907951901237,1.3592935648510707,0.24720527668534967,0.04666304937601736,0.26432374443738066,0.32477544851565004
beef|rolls/buns,whole milk,0.040533606977937404,0.4581836839404823,0.024371472550025655,0.6012658227848101,1.312281174252626,1.0,0.005799635181478656,1.3588409196413302,0.2480213903743316,0.051379123850730124,0.26407868239355575,0.32722865607325613
brown bread|whole milk,yogurt,0.06977937403796819,0.28296562339661363,0.025910723447922012,0.3713235294117647,1.3122566796437525,1.0,0.0061655593730428684,1.1405459089831644,0.2558037932861131,0.07927786499215071,0.12322687572345578,0.23144598954722417
beef|other vegetables,whole milk,0.05079527963057978,0.4581836839404823,0.030528476141611083,0.601010101010101,1.3117230536043525,1.0,0.007254907793685098,1.3579700073390444,0.250361117419941,0.06380697050938337,0.2636067110498928,0.33381972015790606
shopping bags|yogurt,soda,0.05489994869163674,0.3134940995382247,0.022575679835813236,0.41121495327102797,1.3117151291738685,1.0,0.005364869856033839,1.165970338879523,0.2514435889843056,0.06528189910979228,0.14234524957042866,0.2416140232803585
fruit/vegetable juice|other vegetables,rolls/buns,0.052591072344792204,0.3496664956387891,0.024114930733709596,0.4585365853658537,1.311354079058032,1.0,0.005725594765020072,1.2010663819283622,0.25060926076360696,0.06377204884667571,0.16740655217203068,0.2637510513036165
brown bread,other vegetables|whole milk,0.13596716264751155,0.1913801949717804,0.034120061570035914,0.2509433962264151,1.3112297030704638,1.0,0.008098639472795377,1.0795176238412,0.2747084456985694,0.11636045494313212,0.07366032947035724,0.21461378926602254
rolls/buns|shopping bags,whole milk,0.06875320677270395,0.4581836839404823,0.041303232426885585,0.6007462686567164,1.311147231368354,1.0,0.009801634865046371,1.3570726420929977,0.25482949198364224,0.08505018489170629,0.26311977046585255,0.34544592268222163
white bread,rolls/buns|whole milk,0.0887634684453566,0.17855310415597742,0.02077988712160082,0.23410404624277453,1.3111172015148493,1.0,0.004930894295031248,1.0725306640076673,0.26040623957290615,0.08428720083246617,0.06762572525119774,0.17524167829380105
beef|rolls/buns,other vegetables,0.040533606977937404,0.3766033863519754,0.020010261672652643,0.4936708860759494,1.3108508950436313,1.0,0.004745168023701358,1.2312083119548487,0.24715480597833542,0.050387596899224806,0.18778975881648174,0.2734022005311627
chocolate,yogurt,0.08645459209851206,0.28296562339661363,0.032067727039507436,0.37091988130563797,1.31083018796861,1.0,0.007604049490852024,1.1398140797893455,0.2595652906486941,0.09505703422053231,0.1226639346437842,0.24212358525844002
citrus fruit|yogurt,rolls/buns,0.05823499230374551,0.3496664956387891,0.02668034889687019,0.4581497797356828,1.310247866037925,1.0,0.0063175232144676435,1.2002089877235356,0.2514275087484023,0.06998654104979812,0.16681177175924725,0.26722602706520016
root vegetables|whole milk,sausage,0.11313494099538225,0.2060030785017958,0.030528476141611083,0.2698412698412698,1.3098895016703234,1.0,0.007222330010443315,1.0874305663997144,0.26675628307440985,0.10577777777777776,0.08040105649152496,0.20901777066160626
shopping bags|yogurt,rolls/buns,0.05489994869163674,0.3496664956387891,0.025141097998973832,0.45794392523364486,1.3096591493475773,1.0,0.005944425329219891,1.1997531890801647,0.25017726960491043,0.0662609871534821,0.1664952349352062,0.26492207266817974
sausage|yogurt,other vegetables,0.07542329399692149,0.3766033863519754,0.03719856336582863,0.4931972789115646,1.309593319616675,1.0,0.008793895436767379,1.2300577477350285,0.25568908109763105,0.08967223252937538,0.18703003835278964,0.29598556043670876
butter|yogurt,whole milk,0.044894817855310416,0.4581836839404823,0.026936890713186248,0.6,1.309518477043673,1.0,0.006366817678403178,1.3545407901487942,0.24747067776882434,0.05657327586206896,0.26174242424242417,0.3293952967525196
pastry|pip fruit,whole milk,0.04104669061056952,0.4581836839404823,0.024628014366341714,0.6,1.309518477043673,1.0,0.005821090448825766,1.3545407901487942,0.24647761726413414,0.05189189189189189,0.26174242424242417,0.3268756998880179
rolls/buns|shopping bags,soda,0.06875320677270395,0.3134940995382247,0.028219599794766546,0.4104477611940298,1.3092678994552605,1.0,0.006665875147192347,1.1644530463528846,0.2536538943150513,0.07971014492753624,0.14122771791267874,0.25023206390307057
curd|other vegetables,rolls/buns,0.05156490507952796,0.3496664956387891,0.023601847101077475,0.4577114427860697,1.308994280249523,1.0,0.005571327443972138,1.1992388474917741,0.2488886406134234,0.0625,0.166137753049349,0.26260480429839067
other vegetables|pastry,bottled water,0.0715751667521806,0.21369933299127758,0.020010261672652643,0.2795698924731183,1.3082394248021791,1.0,0.0047146962789721795,1.0914322691315104,0.2537781367568601,0.07543520309477755,0.08377273763791684,0.18660367372755554
whole milk|yogurt,pip fruit,0.15059004617752694,0.17060030785017957,0.0336069779374038,0.22316865417376489,1.3081374646155421,1.0,0.007916269700344942,1.0676702177454924,0.27731526417839214,0.1168599464763604,0.06338119825837783,0.2100805676883862
frozen vegetables,citrus fruit,0.10261672652642381,0.18547973319651104,0.024884556182657773,0.2425,1.3074204702627938,1.0,0.005851233125037346,1.0752742796085661,0.2620230706206196,0.09454191033138401,0.0700047244094488,0.18833160442600277
beef,citrus fruit,0.11954848640328374,0.18547973319651104,0.028989225243714726,0.2424892703862661,1.3073626223591497,1.0,0.00681540388158693,1.075259049094691,0.2670235369350413,0.1050185873605948,0.0699915514852489,0.19939124653476514
frankfurter|whole milk,yogurt,0.06798358132375577,0.28296562339661363,0.025141097998973832,0.36981132075471695,1.3069125369917378,1.0,0.0059040815289629,1.1378090407179484,0.2519675087210772,0.07716535433070867,0.12111789921355517,0.22932995774816536
brown bread,bottled water,0.13596716264751155,0.21369933299127758,0.03796818881477681,0.2792452830188679,1.306720424018664,1.0,0.008912096848287039,1.0909407160068663,0.27166254734544515,0.12181069958847736,0.08335990642986855,0.22845817572311944
frankfurter|other vegetables,yogurt,0.061056952283222166,0.28296562339661363,0.022575679835813236,0.36974789915966383,1.3066884051898184,1.0,0.005298661270293985,1.1376945442107065,0.24996895181321413,0.07023144453312051,0.12102944934682276,0.2247651553821891
frozen vegetables,other vegetables|whole milk,0.10261672652642381,0.1913801949717804,0.025654181631605953,0.25,1.3063002680965148,1.0,0.006015372501613093,1.0781597400376262,0.26129216695254426,0.09560229445506692,0.07249365482233501,0.19202412868632707
bottled water|other vegetables,whole milk,0.09389430477167779,0.4581836839404823,0.056182657773217036,0.5983606557377049,1.305940557707488,1.0,0.013161819311899303,1.3490120522298197,0.2585441908810252,0.11329539575788929,0.2587167784401391,0.36049051823839334
whole milk|yogurt,shopping bags,0.15059004617752694,0.16829143150333503,0.03309389430477168,0.21976149914821125,1.305838908048365,1.0,0.007750879863402345,1.0659670954313152,0.27573111943041645,0.11579892280071814,0.061884738951180594,0.20820392030581295
citrus fruit|whole milk,yogurt,0.09235505387378143,0.28296562339661363,0.034120061570035914,0.3694444444444444,1.3056159967764682,1.0,0.007986756176813516,1.1371470289745336,0.2578960119348683,0.09999999999999998,0.12060624130391569,0.24501234008260298
soda|yogurt,citrus fruit,0.09748589020010262,0.18547973319651104,0.023601847101077475,0.2421052631578947,1.3052922763339883,1.0,0.005520190196338072,1.0747142409212702,0.2591516919198161,0.0909990108803165,0.06952009946125151,0.18467642134381596
whole milk|yogurt,pastry,0.15059004617752694,0.1775269368907132,0.034889687018984095,0.23168654173764905,1.3050782365510925,1.0,0.008155897394856684,1.070491547771954,0.275205642510704,0.11898512685914261,0.06584970046580037,0.21410916682258174
rolls/buns|whole milk,yogurt,0.17855310415597742,0.28296562339661363,0.0659312467932273,0.36925287356321845,1.304938985629579,1.0,0.01540685636633067,1.136801654022681,0.28447444082856793,0.1666666666666667,0.12033907017868535,0.3011268900907661
yogurt,rolls/buns|whole milk,0.28296562339661363,0.17855310415597742,0.0659312467932273,0.2330009066183137,1.3049389856295788,1.0,0.01540685636633067,1.0709880923356465,0.32589880484188716,0.1666666666666667,0.06628280262279415,0.3011268900907661
